    "Time(sec)"   ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,"LinSolIter",    "LinSolRes"   ,       "CD"       , "avg_temp_outlet","avg_temp_outlet_scaled","avg_p_center_inlet","avg_p_cocenter_inlet",   "avg_p_inlet"  ,"avg_p_inlet_scaled"
0.09397028600000024, -6.94541295017585,-6.426254742930955,-6.990818463367873,-1.485661539445554,           7,-3.210199039063642,0.007516152744356841, 300.0000123020531,      0.3924075947213837,  -1.310804789425746,    -1.352965118296873,-1.331884953861309,  -0.305279148015794
0.09288946199999959,  -6.9497237084471, -6.43764792407821,-7.005152130768064,-1.491943050949711,           7,-3.196470851638113,0.007395044282771956, 300.0000195246712,      0.3924076041687507,  -1.292127459013595,    -1.300087116121671,-1.296107287567633,  -0.297078608282642
0.09480687900000007,-6.953663545487324, -6.44902414389561,-7.018902850228534,-1.497460942625916,           7,-3.184271574887773,0.00727996961387281, 300.0000302946427,      0.3924076182561454,  -1.260731637615325,    -1.239611881095965,-1.250171759355645, -0.2865498018151194
0.09381706000000012,-6.957218055198413,-6.460370451908835,-7.031681982793598,-1.502215537204797,           7,-3.173106390360597,0.007170549997793601, 300.0000460151302,      0.3924076388189402,  -1.216307161157847,    -1.171631944358343,-1.193969552758095, -0.2736677869706943
0.09255642000000019,-6.960394100633585,-6.471678926457401,-7.043218994295864,-1.506239589731789,           7,-3.162476200622663,0.007066452249119843, 300.0000685025574,      0.3924076682330631,  -1.158835650176923,    -1.096182337232867,-1.127508993704895, -0.2584344721219953
0.09566720699999998, -6.96321433134533,-6.482937758657927,-7.053394016047152,-1.509589638233747,           7,-3.152184577689612,0.006967384039998326, 300.0001000688484,      0.3924077095225691,  -1.088509993859527,    -1.013203023971094,-1.050856508915311, -0.2408650828275093
0.09485088299999944,-6.965720763182783,-6.494117457110204,-7.062228713560168,-1.512346782681911,           7,-3.142229161754238,0.006873090141679755, 300.0001435993664,      0.3924077664615863,  -1.005642274573316,    -0.922572026216341,-0.9641071503948285, -0.2209814058002462
0.09158011799999954,-6.967980363008484,-6.505157068390833,-7.069842427933525,-1.514620078141472,           7,-3.132509059975348,0.006783348714902228, 300.0002026326457,      0.3924078436786069, -0.9105801228520102,   -0.8241755673004491,-0.8673778450762296, -0.1988102416691313
0.09184033000000014,-6.970086479811972,-6.515951666642495,-7.076407064570964,-1.516545421799287,           7,-3.122905061069855,0.006697967286992599, 300.0002814395012,      0.3924079467599648,  -0.803700820281474,    -0.717938418858086,-0.7608196195697801, -0.1743862069937827
        0.09274863,-6.972153847631325,-6.526354877865499,-7.082115144617602,-1.518277462615023,           7,-3.113321459494455,0.00661677943172854, 300.0003850869019,      0.3924080823333832, -0.6855044800212163,   -0.6039208111008219,-0.644712645561019, -0.1477735194629815
0.09298789200000002,-6.974323973938944,-6.536194125303336,-7.087168378302716,-1.519993382246897,           7,-3.103689246584067,0.006539644620096072, 300.0005195039709,      0.3924082581543052, -0.5567133997022784,   -0.4824495172863538,-0.5195814584943161, -0.1190924069786177
0.0913317600000001,-6.976764313647896,-6.545305110343467,-7.091771892242415,-1.521893510513434,           7,-3.093923723674214,0.006466440602909429, 300.0006915498624,      0.3924084831946775, -0.4183601957264568,   -0.3541925566164882,-0.3862763761714725,-0.08853776947804969
0.09271860299999979,-6.979652579177266,-6.553559722397268,-7.096129188238191,-1.524181880307447,           7,-3.084112221744002,0.006397058940766831, 300.0009090648587,      0.3924087677097875, -0.2718686264964016,   -0.2201686711498988,-0.2460186488231502, -0.0563895277073224
0.09241641099999853,-6.983165953489769,-6.560879281610737,-7.100416001542598,-1.527054458239233,           7,-3.074346339300445,0.006331402986494649,  300.001180907828,      0.3924091232872587,  -0.119027531192455,  -0.08166138580646377,-0.1003444584994594,-0.02299978741407947
0.09263387999999928,-6.987457929170789, -6.56724226671836,-7.104750671852283,-1.530674964116414,           7,-3.064651845068179,0.006269385530188176, 300.0015169792785,      0.3924095628772059, 0.03807170235791014,   0.05987819729950173,0.04897494982870593,  0.0112254672706367
0.09606504400000127,-6.992643140947319, -6.57267695890338,-7.109164299012298,-1.535159755647603,           7, -3.05528165809113,0.006210926256934448, 300.0019282564576,      0.3924101008381459,   0.197146099784334,    0.2029436819127344,0.2000448908485342, 0.04585195865912023
0.09416832799999852,-6.998785359651615,-6.577244687655591,-7.113587922320457,-1.540566289100407,           7,-3.046553467945198,0.006155949414782943, 300.0024268028607,      0.3924107529494353,  0.3558578125829439,    0.3460815816357437,0.3509696971093438, 0.08044518394946801
0.09282578999999913,-7.005891613089492,-6.581016719799318,-7.117842374379923,-1.546888396951633,           7,-3.038772764137075,0.006104381597633841, 300.0030257766158,      0.3924115364222384,  0.5119707146196133,    0.4879790667866941,0.4999748907031537,  0.1145984179944736
0.09121196899999973,-7.013912241720631,-6.584061556614647,-7.121650915067421,-1.554057947054023,           7,-3.032342287698006,0.006056150158497439, 300.0037394319111,      0.3924124699013931,  0.6634786391736079,     0.627548587035236,0.6455136131044219,  0.1479571079092129
0.09162518399999975,-7.022747548643628,-6.586441461649191,-7.124657216869167,-1.561953945941101,           7,-3.027562040986065,0.006011182172506983, 300.0045831186305,      0.3924135734649353,   0.808700009649118,    0.7639579398272073,0.7863289747381627,  0.1802331641124581
