    "Time(sec)"   ,    "rms[A_P]"    ,    "rms[A_U]"    ,    "rms[A_V]"    ,    "rms[A_T]"    ,"LinSolIter",    "LinSolRes"   , "avg_temp_outlet","avg_temp_outlet_scaled","avg_p_center_inlet","avg_p_cocenter_inlet",   "avg_p_inlet"  ,"avg_p_inlet_scaled"
0.08257799999999982,-3.826872941978785,-3.441002635246791,-3.597159857189696,-5.674069645945057,           8,-3.252344719455176,                 0,                       0,                   0,                     0,                 0,                   0
0.08138659299999951,-3.830382538402418, -3.45154983764552,-3.601914210836377,-5.669599660138314,           8,-3.259809077679469,                 0,                       0,                   0,                     0,                 0,                   0
0.08188181799999938,-3.833252254237744,-3.463102493323478,-3.607703918252954,-5.664836641970791,           8,-3.267059082525796,                 0,                       0,                   0,                     0,                 0,                   0
0.08261126400000052,-3.835473821217722,-3.475712041418463,-3.614582603884327,-5.659287780423762,           8,-3.274141949010335,                 0,                       0,                   0,                     0,                 0,                   0
0.08194790499999982,-3.837079889840688,-3.489406823852643,-3.622580420127082,-5.652509342019397,           8,-3.281092418894203,                 0,                       0,                   0,                     0,                 0,                   0
0.08102956499999969,-3.838130133922089,-3.504195581680958,-3.631707036431198,-5.644160876837319,           8,-3.287931479099978,                 0,                       0,                   0,                     0,                 0,                   0
0.08120460200000146,-3.838703308161778,-3.520073806791109,-3.641957313715841,-5.634051406953911,           8,-3.294666527462615,                 0,                       0,                   0,                     0,                 0,                   0
0.08471034999999993,-3.838892643762762, -3.53703016729672,-3.653316639287499,-5.622162328940852,           8,-3.301292668246183,                 0,                       0,                   0,                     0,                 0,                   0
0.08145475499999932,-3.838801541057836,-3.555050785762182,-3.665764352328182,-5.608639489716746,           8,-3.307794759942567,                 0,                       0,                   0,                     0,                 0,                   0
0.0817144049999996,-3.838537533758667,-3.574120288344041,-3.679275031840064,-5.593757891295842,           8,-3.314149864153971,                 0,                       0,                   0,                     0,                 0,                   0
0.08193381799999955,-3.838204191546512,-3.594219678889432,-3.693818267862898,-5.577871057866989,           8,-3.320329820096164,                 0,                       0,                   0,                     0,                 0,                   0
0.08316153400000026,-3.837892187255433,-3.615321817737587,-3.709357811603349,-5.561359419844686,           8,-3.326303751805986,                 0,                       0,                   0,                     0,                 0,                   0
0.0816978430000006,-3.837671581391616,-3.637385487117365,-3.725850840579389,-5.544588528598703,           8,-3.332040377045947,                 0,                       0,                   0,                     0,                 0,                   0
0.08125038999999923,-3.837587266626887,-3.660348836955485,-3.743247712052482,-5.527881856736807,           8,-3.337510022298841,                 0,                       0,                   0,                     0,                 0,                   0
0.08136441099999914,-3.837658666963173,-3.684122665431704,-3.761492214044156, -5.51150769652407,           8,-3.342686267014126,                 0,                       0,                   0,                     0,                 0,                   0
0.08166598200000053,-3.837883629449239,-3.708583707684725,-3.780522067025903, -5.49567678323806,           8,-3.347547157187162,                 0,                       0,                   0,                     0,                 0,                   0
0.08179779600000003,-3.838245417399166,-3.733568001299386,-3.800269297281472,-5.480546587074909,           8,-3.352075953846409,                 0,                       0,                   0,                     0,                 0,                   0
0.08105012400000078,-3.838721105569605,-3.758864504967881,-3.820660061271621,-5.466228843143294,           8,-3.356261418060689,                 0,                       0,                   0,                     0,                 0,                   0
0.08127233299999936,-3.839289589502727,-3.784209468402015,-3.841613514640885,-5.452797967552564,           8,-3.360097675187403,                 0,                       0,                   0,                     0,                 0,                   0
0.08348453800000044, -3.83993778412164,-3.809282585434094,-3.863039384096851,-5.440299017736693,           8,  -3.3635837383112,                 0,                       0,                   0,                     0,                 0,                   0
0.08152599199999955,-3.840664220725766,-3.833706683868094,-3.884834039317488,-5.428754591262771,           8,-3.366722796043425,                 0,                       0,                   0,                     0,                 0,                   0
0.08307494700000007,-3.841479937286579,-3.857053485268772,-3.906875109546854, -5.41817050518369,           8,-3.369521378608774,                 0,                       0,                   0,                     0,                 0,                   0
0.08328845899999848,-3.842407105757411,-3.878858453999376,-3.929015065263075,-5.408540324378632,           8,-3.371988508455082,                 0,                       0,                   0,                     0,                 0,                   0
0.08122871799999842, -3.84347614533435,-3.898647321260488, -3.95107467571397,-5.399848893877831,           8,-3.374134921116827,                 0,                       0,                   0,                     0,                 0,                   0
0.08181040999999922,-3.844722122963156,-3.915974797272269,-3.972837800332852,-5.392075043459844,           8,-3.375972414341124,                 0,                       0,                   0,                     0,                 0,                   0
0.08111254399999979,-3.846181108058185,-3.930472015453289,-3.994049462946575,-5.385193616556204,           8,-3.377513354337148,                 0,                       0,                   0,                     0,                 0,                   0
0.08114597899999865, -3.84788692585759,-3.941894346812305,-4.014419409960166,-5.379176953160608,           8,-3.378770342159264,                 0,                       0,                   0,                     0,                 0,                   0
0.08323408400000076,-3.849868532294591,-3.950157800998765,-4.033633115618882, -5.37399593740911,           8, -3.37975602364924,                 0,                       0,                   0,                     0,                 0,                   0
0.08340349099999855,-3.852148068330163,-3.955353052568151,-4.051371203920204,-5.369620706209656,           8,-3.380483014188029,                 0,                       0,                   0,                     0,                 0,                   0
0.08405493700000122,-3.854739561153728,-3.957732063520583,-4.067336386885298,-5.366021103876045,           8,-3.380963904350791,                 0,                       0,                   0,                     0,                 0,                   0
 0.082064680000002,-3.857648212825086,-3.957670894566106, -4.08128453408388,-5.363166956810697,           8,-3.381211313042405,                 0,                       0,                   0,                     0,                 0,                   0
0.08063236899999993,-3.860870228639218,-3.955619215205673,-4.093054189896452,-5.361028230367491,           8,-3.381237958998675,                 0,                       0,                   0,                     0,                 0,                   0
0.08284096599999913,-3.864393160416004,-3.952049058988641,-4.102587901608723,-5.359575116763052,           8,  -3.3810567278847,                 0,                       0,                   0,                     0,                 0,                   0
0.08222720299999864,-3.868196752525534,-3.947412590217245,-4.109939998713606,-5.358778088896278,           8,-3.380680719145324,                 0,                       0,                   0,                     0,                 0,                   0
0.08209688199999832,-3.872254268781482, -3.94211357487298,-4.115268846612279, -5.35860794133869,           8,-3.380123263275614,                 0,                       0,                   0,                     0,                 0,                   0
0.08348542800000303,-3.876534244577468,-3.936492610488587,-4.118815771740008,-5.359035827871816,           8,-3.379397905699528,                 0,                       0,                   0,                     0,                 0,                   0
0.08198457599999998,-3.881002557853831,-3.930823381889954,-4.120876028981009,-5.360033295889191,           8,-3.378518357766576,                 0,                       0,                   0,                     0,                 0,                   0
0.08074134900000018,-3.885624657870132,-3.925316303067918,-4.121768192254488,-5.361572312436281,           8,-3.377498418478165,                 0,                       0,                   0,                     0,                 0,                   0
0.08232562299999913,-3.890367748066554, -3.92012622263819,-4.121807249071971,-5.363625274766623,           8,-3.376351872565935,                 0,                       0,                   0,                     0,                 0,                   0
0.08455838699999774,-3.895202702649897,-3.915361706684121,-4.121284438668074,-5.366164999610683,           8,-3.375092371628066,                 0,                       0,                   0,                     0,                 0,                   0
0.08332640200000085,-3.900105514489894,-3.911094300471396,-4.120454610552959,-5.369164688970486,           8,-3.373733305386467,                 0,                       0,                   0,                     0,                 0,                   0
0.08197045900000077,-3.905058124763287,-3.907366893276055,-4.119530292225591,-5.372597874979693,           8,-3.372287669955043,                 0,                       0,                   0,                     0,                 0,                   0
0.08174819999999983, -3.91004856412843,-3.904200815979783,-4.118680898982207,-5.376438350976099,           8,-3.370767939486563,                 0,                       0,                   0,                     0,                 0,                   0
0.08453531299999995,-3.915070426099874,-3.901601614119186, -4.11803540794091, -5.38066009939867,           8,-3.369185946851611,                 0,                       0,                   0,                     0,                 0,                   0
0.08038281900000044,-3.920121778386314,-3.899563608021565,-4.117687064122543,-5.385237228793529,           8,-3.367552778196195,                 0,                       0,                   0,                     0,                 0,                   0
0.08387064100000075,-3.925203682269806,-3.898073423295857,-4.117699050562464,-5.390143931889336,           8,-3.365878685388357,                 0,                       0,                   0,                     0,                 0,                   0
0.08351839300000208,-3.930318524610955,-3.897112686659826,-4.118110396090358,-5.395354474586386,           8,-3.364173019509278,                 0,                       0,                   0,                     0,                 0,                   0
0.08168960699999772,-3.935468370054194,-3.896660061397782,-4.118941656567513,-5.400843222293902,           8, -3.36244418764929,                 0,                       0,                   0,                     0,                 0,                   0
0.08204153600000197,-3.940653517079498,-3.896692762925245,-4.120200083082435,-5.406584705978744,           8,-3.360699634321292,                 0,                       0,                   0,                     0,                 0,                   0
0.08267698100000231,-3.945871399037653,-3.897187660639116,-4.121884102999466,-5.412553726176087,           8,-3.358945847783593,                 0,                       0,                   0,                     0,                 0,                   0
0.08163693599999888, -3.95111591937561,-3.898122044685232,-4.123987011690115,-5.418725489553914,           8,-3.357188390499144,                 0,                       0,                   0,                     0,                 0,                   0
0.08297930300000189,-3.956377256681458,-3.899474118296736,-4.126499825221536,-5.425075769743145,           8,-3.355431951888949,                 0,                       0,                   0,                     0,                 0,                   0
